get_date,lat,lng,speed,line_no,y,day
2018-12-03 6:43,35.19305,128.96239,64,13395,0:08:36,2
2018-12-03 6:43,35.19256,128.96213,71,13395,0:08:33,2
2018-12-03 6:43,35.19203,128.96185,76,13395,0:08:30,2
2018-12-03 6:43,35.19146,128.96158,82,13395,0:08:27,2
2018-12-03 6:43,35.19084,128.96127,88,13395,0:08:24,2
2018-12-03 6:43,35.19019,128.96097,91,13395,0:08:21,2
2018-12-03 6:43,35.1895,128.96068,95,13395,0:08:18,2
2018-12-03 6:43,35.18877,128.9604,99,13395,0:08:15,2
2018-12-03 6:43,35.18802,128.96017,101,13395,0:08:12,2
2018-12-03 6:43,35.18726,128.95995,100,13395,0:08:09,2
2018-12-03 6:43,35.18649,128.95973,101,13395,0:08:06,2
2018-12-03 6:43,35.18574,128.95952,100,13395,0:08:03,2
2018-12-03 6:43,35.18498,128.95929,100,13395,0:08:00,2
2018-12-03 6:43,35.18423,128.95901,101,13395,0:07:57,2
2018-12-03 6:43,35.18349,128.95871,100,13395,0:07:54,2
2018-12-03 6:44,35.1828,128.95842,91,13395,0:07:51,2
2018-12-03 6:44,35.18216,128.95819,77,13395,0:07:48,2
2018-12-03 6:44,35.18166,128.95804,58,13395,0:07:45,2
2018-12-03 6:44,35.18131,128.95795,37,13395,0:07:42,2
2018-12-03 6:44,35.18111,128.9579,19,13395,0:07:39,2
2018-12-03 6:44,35.18103,128.95789,3,13395,0:07:36,2
2018-12-03 6:44,35.18102,128.95789,3,13395,0:07:33,2
2018-12-03 6:44,35.18094,128.95787,16,13395,0:07:30,2
2018-12-03 6:44,35.18081,128.95784,20,13395,0:07:27,2
2018-12-03 6:44,35.1806,128.95782,30,13395,0:07:24,2
2018-12-03 6:44,35.18032,128.95781,34,13395,0:07:21,2
2018-12-03 6:44,35.17999,128.95779,48,13395,0:07:18,2
2018-12-03 6:44,35.17958,128.95781,55,13395,0:07:15,2
2018-12-03 6:44,35.17912,128.95786,60,13395,0:07:12,2
2018-12-03 6:44,35.17865,128.95792,62,13395,0:07:09,2
2018-12-03 6:44,35.17817,128.95801,61,13395,0:07:06,2
2018-12-03 6:44,35.17771,128.95813,60,13395,0:07:03,2
2018-12-03 6:44,35.17728,128.95828,58,13395,0:07:00,2
2018-12-03 6:44,35.17683,128.95844,60,13395,0:06:57,2
2018-12-03 6:44,35.17638,128.9586,60,13395,0:06:54,2
2018-12-03 6:45,35.17595,128.95877,58,13395,0:06:51,2
2018-12-03 6:45,35.17552,128.95892,57,13395,0:06:48,2
